sep=;
classify_knn;0,6963;0,3781;0,6435;0,2749;0,0435;0,1318;0,5764;0,4834;0,5960;0,4249
classify_lda;0,6441;0,3451;0,6532;0,4211;0,0386;0,2434;0,6631;0,4785;0,6869;0,4638
classify_qda;0,6441;0,3263;0,6044;0,3743;0,1063;0,1070;0,6149;0,4194;0,6364;0,4259
classify_svm;0,6584;0,3875;0,6435;0,3977;0,0580;0,1814;0,6631;0,4834;0,6717;0,4605
