sep=;
classify_knn;0,6963;0,2556;0,5214;0,2339;0,0435;0,0698;0,4320;0,3063;0,4949;0,3393
classify_lda;0,7343;0,2933;0,5995;0,3860;0,0773;0,1876;0,5187;0,3358;0,6061;0,4154
classify_qda;0,6584;0,2367;0,5458;0,2339;0,0580;0,1380;0,4272;0,3407;0,5253;0,3515
classify_svm;0,7106;0,2980;0,5849;0,3333;0,0966;0,2000;0,5379;0,3407;0,5657;0,4075
