sep=;
classify_knn;0,6584;0,3357;0,5946;0,3099;0,1014;0,1938;0,5909;0,5031;0,6061;0,4327
classify_lda;0,6916;0,3545;0,6825;0,4561;0,0773;0,3054;0,6582;0,5523;0,6768;0,4950
classify_qda;0,6536;0,3451;0,6190;0,3743;0,0870;0,1194;0,5860;0,4686;0,6566;0,4344
classify_svm;0,5730;0,2792;0,6337;0,2456;0,0145;0,1256;0,4801;0,4785;0,6212;0,3835
