sep=;
classify_knn;0,1174;0,0106;0,1697;0,0877;0,0580;0,0140;0,1528;0,1538;0,3384;0,1225
classify_lda;0,2883;0,1802;0,4139;0,0585;0,0242;0,0946;0,4176;0,2817;0,4798;0,2487
classify_qda;0,1934;0,1237;0,1795;0,0351;0,0193;0,0000;0,2106;0,2522;0,3182;0,1480
classify_svm;0,2503;0,0000;0,2869;0,0877;0,0580;0,0512;0,2924;0,1833;0,4798;0,1877
