sep=;
classify_knn;0,4733;0,2980;0,5214;0,2982;0,0290;0,1256;0,6775;0,3112;0,5758;0,3678
classify_lda;0,5065;0,3263;0,5702;0,3801;0,1208;0,2558;0,7208;0,4194;0,6111;0,4346
classify_qda;0,4306;0,1755;0,4725;0,1930;0,0725;0,1318;0,6245;0,2964;0,4646;0,3179
classify_svm;0,5302;0,3592;0,5556;0,3801;0,0580;0,2558;0,7497;0,4047;0,6414;0,4372
